gene_symbol,half_life_hours
C6orf141,1.896
C6orf163,2.079
C6orf226,4.052
C6orf47,0.796
C6orf62,3.937
C6orf89,12.31
C7orf25,1.218
C7orf31,4.308
C7orf50,8.561
C7orf61,6.357
C8G,5.116
C8orf33,11.269
C8orf48,0.528
C8orf58,1.432
C8orf76,1.746
C8orf88,7.608
C9orf40,3.315
C9orf43,8.496
C9orf64,3.06
C9orf72,3.546
C9orf78,14.169
C9orf85,3.921
CA11,27.721
CA12,6.818
CA13,4.811
CA2,7.608
CA3,6.022
CA5B,4.302
CA8,6.678
CA9,34.345
CAAP1,4.842
CAB39,4.078
CAB39L,5.657
CABIN1,10.728
CABP1,6.847
CABP2,7.99
CABP4,5.922
CABP7,3.342
CABYR,2.321
CACFD1,5.293
CACHD1,2.466
CACNA1D,3.577
CACNA1F,5.753
CACNA1H,10.296
CACNA2D1,5.635
CACNA2D3,12.124
CACNB1,2.6
CACNB2,1.53
CACNB3,9.977
CACNB4,4.174
CACNG1,7.835
CACNG6,6.99
CACNG8,2.104
CACTIN,6.454
CACUL1,3.148
CACYBP,17.733
CAD,7.627
CADM1,21.859
CADM3,6.457
CADM4,23.685
CADPS2,6.314
CALCA,3.118
CALCB,15.36
CALCOCO1,30.498
CALCOCO2,13.23
CALCRL,3.727
CALD1,26.403
CALHM2,3.024
CALM1,22.467
CALM2,8.431
CALM3,60.155
CALML4,6.966
CALR,26.808
CALU,23.781
CALY,10.002
CAMK1,28.09
CAMK1D,4.746
CAMK2B,10.433
CAMK2D,7.043
CAMK2G,9.089
CAMK2N1,5.259
CAMK2N2,8.596
CAMK4,6.467
CAMKK1,2.456
CAMKK2,7.31
CAMKMT,9.575
CAMKV,14.328
CAMLG,4.452
CAMP,4.825
CAMSAP1,2.245
CAMSAP2,2.174
CAMSAP3,4.845
CAMTA1,12.106
CAMTA2,7.823
CAND1,5.587
CAND2,5.726
CANT1,2.911
CANX,44.994
CAP1,23.138
CAP2,15.074
CAPG,47.626
CAPN1,35.768
CAPN10,7.74
CAPN12,20.38
CAPN15,8.166
CAPN2,29.284
CAPN3,3.603
CAPN5,12.958
CAPN7,5.088
CAPNS1,76.754
CAPRIN1,6.578
CAPRIN2,5.708
CAPS,9.222
CAPS2,2.554
CAPZA1,13.454
CAPZA2,8.979
CAPZB,29.076
CARD10,3.991
CARD11,14.343
CARD14,3.118
CARD19,12.038
CARD6,2.535
CARD8,5.266
CARD9,5.368
CARF,3.88
CARHSP1,7.504
CARM1,16.907
CARMIL1,3.283
CARMIL2,14.09
CARNMT1,5.026
CARS1,8.565
CARS2,12.932
CASC3,6.903
CASD1,3.834
CASK,5.895
CASKIN1,14.012
CASKIN2,2.891
CASP1,21.572
CASP10,4.016
CASP2,3.522
CASP3,2.844
CASP4,12.48
CASP6,8.697
CASP7,3.992
CASP8,3.759
CASP9,7.277
CAST,25.3
CASZ1,2.813
CAT,22.353
CATSPER1,9.24
CATSPER2,5.244
CATSPER3,5.755
CAV1,14.779
CAV2,8.528
CAVIN1,11.899
CBARP,3.398
CBFA2T2,1.582
CBFA2T3,2.131
CBFB,7.202
CBL,4.11
CBLB,1.444
CBLC,8.961
CBLL1,1.249
CBLN3,7.889
CBR1,5.079
CBR3,2.028
CBR4,8.87
CBS,19.529
CBWD1,10.566
CBWD2,11.304
CBWD3,1.234
CBWD5,4.176
CBWD6,3.64
CBX1,16.251
CBX2,1.843
CBX3,10.317
CBX4,0.586
CBX5,10.701
CBX6,3.107
CBX7,4.405
CBX8,0.445
CC2D1A,8.925
CC2D1B,4.4
CC2D2A,6.813
CCAR1,6.594
CCAR2,10.893
CCDC102A,1.787
CCDC103,2.39
CCDC105,4.662
CCDC106,9.575
CCDC107,4.3
CCDC110,1.661
CCDC112,2.472
CCDC113,7.544
CCDC115,19.589
CCDC116,2.949
CCDC117,2.214
CCDC12,1.349
CCDC120,2.517
CCDC121,1.038
CCDC122,3.037
CCDC124,52.716
CCDC125,6.107
CCDC126,2.504
CCDC127,1.307
CCDC13,11.784
CCDC134,3.82
CCDC136,10.28
CCDC137,2.017
CCDC138,4.221
CCDC14,6.927
CCDC142,2.6
CCDC144A,6.615
CCDC149,5.466
CCDC15,3.412
CCDC150,4.949
CCDC157,6.235
CCDC159,13.584
CCDC167,24.293
CCDC17,4.342
CCDC171,3.556
CCDC174,0.616
CCDC180,3.311
CCDC181,3.012
CCDC183,17.806
CCDC186,1.299
CCDC191,3.548
CCDC22,17.271
CCDC24,8.102
CCDC25,13.877
CCDC27,19.137
CCDC28A,9.599
CCDC28B,20.735
CCDC3,13.584
CCDC32,5.312
CCDC33,3.116
CCDC34,12.223
CCDC40,6.3
CCDC47,12.379
CCDC50,7.955
CCDC51,2.324
CCDC57,6.729
CCDC59,2.138
CCDC6,3.135
CCDC61,5.351
CCDC62,4.808
CCDC66,2.124
CCDC68,5.477
CCDC69,15.779
CCDC7,7.176
CCDC71,0.43
CCDC71L,0.794
CCDC73,7.977
CCDC74A,48.505
CCDC74B,24.792
CCDC77,2.487
CCDC78,4.331
CCDC8,0.924
CCDC80,10.976
CCDC82,4.497
CCDC85B,5.002
CCDC85C,3.645
CCDC86,6.871
CCDC87,1.554
CCDC88A,9.136
CCDC88B,9.032
CCDC88C,1.955
CCDC89,1.109
CCDC9,3.277
CCDC90B,7.088
CCDC91,8.941
CCDC92,6.891
CCDC93,3.139
CCDC97,2.992
CCHCR1,13.427
CCK,4.66
CCL17,34.836
CCL2,1.042
CCL22,32.911
CCL25,22.627
CCL28,3.264
CCL4,3.564
CCM2,5.096
CCNA1,2.045
CCNA2,3.635
CCNB1,4.982
CCNB1IP1,16.201
CCNB2,9.154
CCNB3,11.379
CCNC,12.847
CCND1,4.614
CCND2,6.19
CCND3,10.166
CCNDBP1,11.695
CCNE1,1.586
CCNE2,1.973
CCNF,1.456
CCNG1,10.007
CCNG2,1.579
CCNH,6.259
CCNI,32.38
CCNJ,1.625
CCNJL,1.142
CCNK,6.424
CCNL1,1.348
CCNO,2.588
CCNT1,0.903
CCNT2,1.419
CCNY,7.867
CCNYL1,6.322
CCP110,2.892
CCPG1,10.706
CCR1,3.94
CCR10,5.884
CCR6,4.571
CCR7,2.085
CCR9,4.981
CCS,10.904
CCSAP,1.807
CCSER1,2.017
CCSER2,2.018
CCT2,11.477
CCT3,22.421
CCT4,15.044
CCT5,19.629
CCT6A,13.097
CCT6B,6.988
CCT7,38.403
CCT8,17.662
CCT8L2,5.646
CCZ1,14.779
CCZ1B,10.62
CD109,17.236
CD151,78.807
CD164,13.251
CD164L2,6.192
CD177,2.943
CD180,4.372
CD19,12.455
CD1C,14.212
CD1D,3.748
CD200,3.046
CD22,7.994
CD226,2.466
CD24,8.85
CD244,9.24
CD27,5.554
CD274,1.045
CD276,13.163
CD28,8.391
CD2AP,4.422
CD2BP2,4.696
CD300A,5.261
CD300C,5.133
CD300LG,4.579
CD320,26.972
CD33,24.767
CD37,21.572
CD38,28.09
CD40,7.855
CD44,13.522
CD46,16.218
CD47,24.691
CD48,2.796
CD52,31.569
CD53,11.173
CD55,10.744
CD58,4.075
CD59,23.951
CD6,7.585
CD63,63.287
CD68,18.394
CD69,0.135
CD7,7.16
CD70,6.301
CD72,2.991
CD79A,7.054
CD79B,5.939
CD80,3.502
CD82,15.956
CD83,3.085
CD84,4.662
CD86,7.14
CD8A,7.411
CD9,30.809
CD96,5.986
CD99,47.337
CD99L2,13.21
CDA,11.004
CDADC1,4.965
CDAN1,4.329
CDC123,13.17
CDC14A,1.273
CDC14B,7.16
CDC16,10.161
CDC20,5.856
CDC23,6.865
CDC25A,1.221
CDC25B,8.69
CDC25C,4.589
CDC26,11.754
CDC34,6.347
CDC37,42.854
CDC37L1,1.297
CDC40,3.259
CDC42,18.245
CDC42BPA,4.625
CDC42BPB,11.39
CDC42EP1,2.37
CDC42EP2,0.499
CDC42EP3,1.122
CDC42EP4,1.245
CDC42EP5,5.544
CDC42SE1,2.6
CDC42SE2,2.686
CDC45,12.217
CDC5L,3.546
CDC6,2.737
CDC7,2.542
CDC73,4.032
CDCA2,1.502
CDCA3,6.233
CDCA4,0.93
CDCA5,2.79
CDCA7,3.789
CDCA7L,6.451
CDCA8,2.526
CDCP1,3.575
CDCP2,4.271
CDH1,19.668
CDH15,6.941
CDH2,9.921
CDH22,5.711
CDH23,24.641
CDH24,24.17
CDH3,8.628
CDH4,5.253
CDH7,2.805
CDHR1,12.685
CDHR3,4.422
CDIN1,5.29
CDIP1,7.666
CDIPT,16.234
CDK1,4.616
CDK10,10.97
CDK11A,8.861
CDK11B,7.542
CDK12,2.113
CDK13,1.481
CDK14,4.917
CDK16,13.11
CDK17,1.377
CDK18,7.16
CDK19,6.169
CDK2,11.361
CDK20,6.143
CDK2AP1,29.195
CDK2AP2,7.959
CDK3,4.763
CDK4,19.078
CDK5,26.944
CDK5R1,0.427
CDK5R2,3.196
CDK5RAP1,7.301
CDK5RAP2,6.812
CDK5RAP3,18.338
CDK6,4.763
CDK7,2.672
CDK8,2.803
CDK9,2.174
CDKAL1,2.889
CDKL1,1.683
CDKL2,6.276
CDKL3,4.777
CDKL5,1.541
CDKN1A,1.921
CDKN1B,0.495
CDKN1C,5.86
CDKN2A,39.873
CDKN2AIP,0.914
CDKN2AIPNL,15.62
CDKN2B,2.006
CDKN2C,2.796
CDKN2D,3.519
CDKN3,11.275
CDNF,10.079
CDO1,8.127
CDON,3.793
CDPF1,2.223
CDR2,0.833
CDR2L,3.971
CDRT4,3.354
CDS1,2.749
CDS2,10.539
CDSN,5.966
CDT1,2.487
CDV3,3.609
CDX1,3.026
CDX2,0.397
CDYL,1.655
CDYL2,2.321
CEACAM1,5.347
CEACAM19,3.319
CEACAM21,4.606
CEBPA,0.715
CEBPB,0.743
CEBPD,0.826
CEBPG,1.633
CEBPZ,2.369
CEBPZOS,12.057
CECR2,1.972
CELF1,3.838
CELF2,12.633
CELF5,6.912
CELSR2,11.832
CELSR3,5.118
CEMIP2,2.364
CEMP1,2.879
CEND1,15.636
CENPA,2.343
CENPB,2.776
CENPC,1.161
CENPE,3.922
CENPF,5.451
CENPH,28.812
CENPI,4.593
CENPJ,3.53
CENPK,10.81
CENPL,1.218
CENPM,14.968
CENPN,7.927
CENPO,2.62
CENPP,5.386
CENPQ,3.315
CENPS,12.26
CENPT,8.902
CENPU,9.161
CENPV,26.43
CENPW,17.644
CENPX,27.834
CEP104,9.103
CEP112,3.576
CEP120,3.193
CEP126,7.351
CEP128,4.687
CEP131,8.637
CEP135,3.931
CEP152,2.312
CEP162,3.485
CEP164,7.004
CEP170,2.321
CEP170B,7.512
CEP19,2.932
CEP192,3.299
CEP20,5.597
CEP250,4.625
CEP295,1.915
CEP350,1.725
CEP41,11.477
CEP43,11.049
CEP44,4.073
CEP55,5.065
CEP57,5.084
CEP57L1,6.687
CEP63,6.142
CEP68,2.331
CEP70,19.312
CEP72,2.859
CEP76,2.289
CEP78,7.417
CEP83,4.66
CEP85,2.311
CEP85L,1.132
CEP89,4.556
CEP95,2.833
CEP97,4.856
CEPT1,7.097
CERCAM,22.811
CERK,6.313
CERKL,8.745
CERS2,21.837
CERS4,7.703
CERS5,9.071
CERS6,8.879
CERT1,3.81
CES2,5.445
CES3,7.697
CETN2,29.945
CETN3,7.982
CFAP157,3.98
CFAP20,2.495
CFAP20DC,7.621
CFAP210,5.62
CFAP251,4.008
CFAP298,10.502
CFAP36,28.434
CFAP418,6.892
CFAP44,2.798
CFAP45,1.509
CFAP53,6.799
CFAP69,5.673
CFAP70,5.06
CFAP97,5.559
CFD,15.972
CFDP1,25.172
CFH,29.017
CFL1,32.282
CFL2,4.806
CFLAR,4.105
CFP,3.533
CGA,11.796
CGGBP1,4.115
CGN,4.871
CGNL1,3.453
CGRRF1,1.991
CHAC1,0.517
CHAC2,3.043
CHAF1A,2.932
CHAF1B,6.506
CHAMP1,1.245
CHAT,7.331
CHCHD1,10.38
CHCHD10,24.566
CHCHD2,69.909
CHCHD3,8.761
CHCHD4,2.559
CHCHD5,22.082
CHCHD6,16.35
CHCHD7,14.191
CHD1,0.941
CHD1L,14.998
CHD2,1.466
CHD4,13.117
CHD5,5.964
CHD6,2.491
CHD7,1.673
CHD8,2.288
CHD9,1.38
CHDH,5.201
CHEK1,7.451
CHEK2,7.664
CHERP,2.905
CHFR,11.935
CHI3L2,18.847
CHIC1,2.32
CHIC2,1.929
CHKA,5.163
CHKB,9.712
CHL1,8.763
CHM,5.242
CHML,5.367
CHMP1A,10.161
CHMP1B,2.309
CHMP2B,8.988
CHMP3,27.137
CHMP4A,20.989
CHMP4B,13.842
CHMP4C,5.328
CHMP5,16.618
CHMP7,2.943
CHN1,10.043
CHN2,2.442
CHORDC1,8.593
CHP1,18.924
CHPF,10.577
CHPF2,2.992
CHPT1,25.898
CHRAC1,6.286
CHRD,23.926
CHRFAM7A,2.555
CHRM3,1.325
CHRM4,2.748
CHRNA10,1.348
CHRNA2,3.654
CHRNA3,4.032
CHRNA4,5.48
CHRNA5,6.759
CHRNA6,3.363
CHRNA7,3.017
CHRNB1,6.948
CHRND,6.302
CHRNG,1.819
CHST10,1.576
CHST11,2.597
CHST12,3.011
CHST14,3.428
CHST15,1.873
CHST2,2.179
CHST3,1.231
CHST4,4.488
CHST6,3.805
CHST7,3.299
CHST8,3.075
CHST9,2.314
CHSY1,1.254
CHSY3,1.546
CHTF8,3.274
CHTOP,2.925
CHUK,5.904
CHURC1,17.201
CIAO1,9.011
CIAO2A,28.724
CIAO3,4.728
CIAPIN1,11.178
CIART,3.19
CIB1,38.834
CIB2,27.553
CIC,3.415
CIDEB,9.541
CIITA,1.744
CILK1,4.956
CILP2,5.305
CINP,14.097
CIP2A,3.597
CIPC,1.85
CIR1,2.134
CIRBP,8.77
CISD1,16.152
CISD2,10.212
CISD3,14.726
CISH,0.469
CIT,5.904
CITED1,3.099
CITED2,0.338
CITED4,1.894
CKAP2,3.088
CKAP2L,2.374
CKAP4,6.52
CKAP5,6.443
CKB,68.087
CKLF,22.627
CKMT1A,7.275
CKMT1B,15.62
CKS1B,22.149
CKS2,2.64
CLASP1,3.733
CLASP2,5.992
CLASRP,6.566
CLBA1,2.716
CLCC1,14.133
CLCF1,0.702
CLCN2,5.714
CLCN3,6.182
CLCN4,3.224
CLCN5,8.342
CLCN7,20.092
CLCNKA,3.11
CLDN11,2.193
CLDN12,3.205
CLDN15,10.207
CLDN18,4.232
CLDN19,12.124
CLDN3,3.694
CLDN5,3.351
CLDN7,9.861
CLDND1,6.684
CLDND2,5.768
CLEC11A,15.267
CLEC16A,5.924
CLEC17A,4.273
CLEC2B,11.321
CLEC2D,3.502
CLEC4F,4.636
CLEC4G,5.311
CLGN,17.697
CLHC1,4.401
CLIC1,20.442
CLIC2,15.384
CLIC3,19.293
CLIC4,15.924
CLINT1,6.669
CLIP1,4.453
CLIP2,4.227
CLIP3,6.469
CLIP4,4.204
CLK1,0.472
CLK2,3.012
CLK3,1.46
CLK4,0.929
CLMN,7.75
CLMP,5.774
CLN3,17.878
CLN5,7.205
CLN6,14.622
CLN8,1.964
CLNS1A,22.172
CLOCK,3.294
CLP1,0.633
CLPP,20.609
CLPS,9.841
CLPTM1,28.695
CLPTM1L,25.741
CLPX,4.943
CLSPN,3.921
CLSTN1,14.292
CLSTN3,15.044
CLTA,13.399
CLTB,26.057
CLTC,10.218
CLTCL1,6.977
CLU,46.104
CLUAP1,3.886
CLUH,11.402
CLVS2,2.09
CLYBL,14.877
CMAS,8.911
CMBL,16.838
CMC2,8.65
CMC4,12.899
CMIP,3.527
CMKLR1,1.683
CMKLR2,3.254
CMPK1,26.242
CMSS1,16.35
CMTM1,2.186
CMTM3,5.424
CMTM4,5.287
CMTM6,10.893
CMTM7,9.018
CMTM8,5.332
CMTR1,12.436
CMTR2,0.965
CMYA5,8.032
CNBP,11.79
CNDP2,18.06
CNEP1R1,1.002
CNFN,6.263
CNIH1,16.856
CNIH2,5.591
CNIH3,2.783
CNIH4,13.786
CNKSR1,8.133
CNKSR2,1.804
CNN1,9.816
CNN2,18.468
CNN3,11.82
CNNM1,2.828
CNNM2,2.179
CNNM3,7.333
CNNM4,2.581
CNOT1,7.106
CNOT10,5.978
CNOT11,7.477
CNOT2,1.955
CNOT3,5.142
CNOT4,0.876
CNOT6,4.881
CNOT7,7.726
CNOT8,2.618
CNOT9,3.461
CNP,6.544
CNPPD1,12.899
CNPY1,16.054
CNPY2,24.742
CNPY3,13.863
CNPY4,11.6
CNR1,2.247
CNR2,0.649
CNRIP1,7.548
CNST,1.984
CNTF,3.288
CNTLN,3.166
CNTN1,15.485
CNTN2,5.529
CNTNAP1,6.66
CNTNAP2,6.048
CNTNAP3,3.833
CNTNAP3B,3.127
CNTRL,3.517
CNTROB,16.804
COA1,23.161
COA3,11.713
COA4,7.615
COA5,7.253
COA6,4.701
COA7,1.05
COASY,10.317
COBL,4.495
COBLL1,4.615
COCH,28.87
COG1,4.813
COG2,3.182
COG3,2.873
COG4,22.881
COG5,7.364
COG6,9.727
COG7,7.629
COG8,2.183
COIL,1.241
COL11A2,2.592
COL12A1,12.235
COL13A1,110.175
COL14A1,26.89
COL16A1,10.931
COL19A1,7.128
COL1A1,15.415
COL1A2,7.024
COL20A1,11.139
COL22A1,6.277
COL23A1,10.636
COL24A1,3.682
COL25A1,9.013
COL27A1,3.289
COL2A1,28.233
COL3A1,20.525
COL4A1,23.781
COL4A2,20.031
COL4A3,6.878
COL4A4,9.194
COL4A5,18.905
COL4A6,13.291
COL5A1,15.399
COL5A2,12.717
COL5A3,6.895
COL6A1,50.209
COL6A2,26.296
COL7A1,10.81
COL9A1,7.207
COL9A2,18.079
COLEC12,7.779
COLGALT1,24.024
COLGALT2,5.663
COLQ,3.324
COMMD1,14.801
COMMD10,13.19
COMMD2,7.353
COMMD3,10.094
COMMD4,38.716
COMMD5,2.378
COMMD6,23.975
COMMD7,15.321
COMMD8,12.659
COMMD9,26.136
COMP,7.887
COMT,67.674
COMTD1,16.993
COP1,4.606
COPA,16.45
COPB1,10.254
COPB2,15.604
COPE,54.679
COPG1,14.519
COPG2,23.805
COPRS,11.917
COPS2,5.065
COPS3,8.868
COPS4,14.147
COPS5,14.555
COPS6,46.01
COPS7A,26.163
COPS7B,8.925
COPS8,26.136
COPZ1,42.507
COQ10A,5.06
COQ10B,1.643
COQ3,10.987
COQ4,9.497
COQ5,8.342
COQ6,13.681
COQ7,6.336
COQ8A,6.954
COQ8B,7.982
COQ9,6.383
CORO1A,12.556
CORO1B,30.966
CORO1C,13.278
CORO2A,5.145
CORO2B,8.108
CORO7,12.866
COTL1,53.798
COX10,2.404
COX14,20.092
COX15,17.536
COX16,48.21
COX17,26.564
COX18,6.934
COX19,2.734
COX20,14.27
COX4I1,63.804
COX5A,48.112
COX5B,45.085
COX6A1,44.089
COX6B1,54.017
COX6C,20.84
COX7A1,5.306
COX7A2,56.83
COX7A2L,25.019
COX7B,34.484
COX7C,66.854
COX8A,55.013
CP,12.775
CPA1,4.817
CPA4,14.372
CPAMD8,3.458
CPD,15.683
CPE,70.336
CPEB1,3.648
CPEB3,1.262
CPEB4,2.225
CPED1,6.666
CPLX1,52.931
CPLX2,25.559
CPM,9.58
CPNE1,22.33
CPNE2,25.689
CPNE3,23.068
CPNE5,10.706
CPNE7,8.01
CPNE8,4.358
CPOX,9.44
CPPED1,8.416
CPQ,42.767
CPS1,31.569
CPSF1,26.862
CPSF2,7.447
CPSF3,8.55
CPSF6,14.019
CPSF7,2.973
CPT1A,8.87
CPT1B,6.508
CPT1C,16.483
CPT2,3.589
CPTP,1.203
CPVL,35.156
CPXM1,66.045
CPZ,10.073
CR1,3.709
CR1L,8.346
CR2,7.905
CRABP2,9.57
CRACR2A,5.225
CRADD,7.191
CRAMP1,2.118
CRAT,14.892
CRB3,3.205
CRBN,5.533
CRCP,3.234
CREB1,2.263
CREB3,11.448
CREB3L1,5.152
CREB3L2,3.352
CREB3L4,8.336
CREB5,2.989
CREBBP,1.581
CREBL2,7.417
CREBRF,1.846
CREBZF,2.609
CREG1,39.032
CREG2,5.769
CRELD1,12.951
CRELD2,25.455
CREM,7.198
CRIM1,5.544
CRIP1,107.741
CRIP2,22.398
CRIPT,12.518
CRISPLD1,5.481
CRISPLD2,2.077
CRK,1.907
CRKL,1.384
CRLF1,17.806
CRLF3,4.251
CRLS1,7.793
CRMP1,12.448
CRNKL1,4.415
CRNN,3.19
CROCC,5.42
CROT,7.496
CRTAC1,19.629
CRTAP,51.031
CRTC1,7.187
CRTC2,5.503
CRY1,5.52
CRY2,1.784
CRYAA,8.081
CRYBA2,5.297
CRYBB1,11.947
CRYBB3,4.57
CRYBG3,3.952
CRYGC,6.864
CRYGN,4.684
CRYGS,15.525
CRYL1,22.719
CRYM,7.264
CRYZ,52.184
CRYZL1,7.927
CS,23.35
CSAD,7.231
CSDC2,6.159
CSDE1,30.189
CSE1L,10.799
CSF1,1.139
CSF2RB,6.766
CSF3R,6.483
CSGALNACT1,3.163
CSGALNACT2,3.796
CSK,6.115
CSKMT,1.041
CSMD1,4.672
CSNK1A1,5.095
CSNK1A1L,5.39
CSNK1D,4.021
CSNK1E,6.906
CSNK1G1,1.666
CSNK1G2,13.835
CSNK1G3,2.938
CSNK2A1,5.803
CSNK2A2,5.227
CSNK2B,36.65
CSPG4,8.026
CSPG5,8.628
CSPP1,2.439
CSRNP1,0.276
CSRNP2,1.271
CSRNP3,2.11
CSRP1,17.501
CSRP2,12.291
CST3,24.817
CST5,3.517
CST7,6.377
CSTB,29.017
CSTF1,0.774
CSTF2,7.277
CSTF2T,1.417
CSTF3,7.027
CSTPP1,12.678
CTBP1,12.069
CTBP2,5.511
CTBS,27.665
CTCF,1.293
CTDNEP1,10.033
CTDP1,1.751
CTDSPL,5.422
CTDSPL2,3.53
CTH,7.237
CTIF,3.874
CTNNA1,27.637
CTNNAL1,13.03
CTNNB1,15.097
CTNNBIP1,14.176
CTNNBL1,12.008
CTNND1,7.919
CTNND2,7.351
CTNS,4.629
CTPS1,7.558
CTPS2,11.778
CTR9,5.655
CTRL,5.248
CTSA,54.347
CTSB,73.849
CTSC,17.219
CTSD,59.668
CTSF,20.588
CTSH,22.811
CTSK,5.971
CTSL,24.641
CTSO,9.871
CTSS,16.4
CTSV,36.65
CTSZ,33.011
CTTN,18.006
CTTNBP2,2.034
CTTNBP2NL,0.752
CTU1,2.698
CTXN1,14.43
CUBN,4.127
CUEDC1,5.623
CUEDC2,35.914
CUL1,4.403
CUL2,5.048
CUL3,3.711
CUL4A,14.335
CUL4B,12.73
CUL5,4.821
CUL7,9.062
CUL9,8.149
CUTA,40.691
CUTC,6.349
CUX1,5.349
CUX2,2.547
CUZD1,2.911
CWC15,5.794
CWC22,1.648
CWC25,1.37
CWC27,10.998
CWF19L1,7.629
CWF19L2,3.956
CX3CL1,0.566
CXADR,5.797
CXCL12,5.568
CXCL16,14.408
CXCL2,0.41
CXCL3,0.536
CXCL5,13.983
CXCR3,2.581
CXCR4,0.473
CXCR5,2.513
CXXC1,9.609
CXXC4,1.579
CXXC5,1.665
CXorf38,4.639
CYB561,8.993
CYB561A3,18.676
CYB561D1,1.582
CYB561D2,5.545
CYB5A,31.729
CYB5B,17.769
CYB5D1,3.364
CYB5D2,6.762
CYB5R1,16.5
CYB5R2,28.87
CYB5R4,13.433
CYBA,94.995
CYBB,5.127
CYBC1,4.948
CYBRD1,9.791
CYC1,20.756
CYCS,26.835
CYFIP1,27.027
CYFIP2,21.16
CYHR1,5.452
CYLD,5.561
CYP1A1,1.587
CYP1A2,12.02
CYP1B1,2.372
CYP20A1,5.649
CYP21A2,0.978
CYP26A1,2.054
CYP26B1,2.777
CYP27A1,15.908
CYP27B1,6.703
CYP27C1,6.958
CYP2E1,6.899
CYP2J2,14.862
CYP2R1,2.738
CYP2S1,7.827
CYP2U1,3.415
CYP2W1,6.089
CYP39A1,4.57
CYP3A5,4.967
CYP46A1,4.458
CYP4V2,5.504
CYP51A1,8.97
CYP7B1,2.762
CYREN,1.73
CYRIB,11.315
CYS1,5.539
CYSLTR1,1.333
CYSRT1,3.562
CYSTM1,29.824
CYTH1,2.796
CYTH2,6.666
CYTH3,4.11
CYTH4,5.164
CZIB,12.569
D2HGDH,16.218
DAAM1,3.319
DAAM2,4.9
DAB1,17.236
DAB2,3.159
DAB2IP,2.075
DACT1,0.733
DACT2,1.169
DACT3,6.771
DAD1,42.637
DAG1,5.43
DAGLA,1.554
DAGLB,3.035
DAND5,6.278
DAP,20.092
DAP3,19.829
DAPK1,2.426
DAPK2,5.534
DAPK3,2.98
DAPP1,4.713
DARS1,19.391
DARS2,20.339
DAXX,2.546
DAZAP1,22.811
DAZAP2,16.584
DBF4,1.576
DBF4B,4.876
DBH,7.033
DBI,29.195
DBN1,12.704
DBNDD2,6.021
DBNL,19.47
DBP,2.783
DBR1,1.243
DBT,7.421
DCAF1,2.526
DCAF10,3.12
DCAF11,23.422
DCAF12,4.575
DCAF13,12.827
DCAF15,6.463
DCAF16,2.62
DCAF17,6.54
DCAF4,2.931
DCAF4L1,3.449
DCAF5,2.766
DCAF6,7.715
DCAF7,7.631
DCAF8,6.675
DCAKD,11.495
DCBLD1,2.2
DCDC2,9.17
DCHS1,11.004
DCK,5.58
DCLK1,7.436
DCLRE1A,2.699
DCLRE1B,0.791
DCLRE1C,1.86
DCP1A,1.532
DCP1B,1.085
DCP2,5.21
DCPS,10.48
DCST1,6.57
DCST2,12.814
DCTD,16.251
DCTN1,34.449
DCTN2,25.767
DCTN3,96.551
DCTN4,4.304
DCTN5,5.719
DCTN6,9.233
DCTPP1,8.904
DCUN1D1,3.166
DCUN1D2,4.649
DCUN1D3,0.882
DCUN1D5,7.154
DCXR,68.087
DDA1,5.834
DDAH1,8.12
DDAH2,13.15
DDB1,29.673
DDB2,8.631
DDHD2,14.112
DDI2,2.784
DDIAS,1.833
DDIT3,1.068
DDIT4,0.349
DDIT4L,1.326
DDN,2.947
DDOST,90.845
DDR2,6.161
DDRGK1,14.548
DDT,36.8
DDTL,4.609
DDX1,16.993
DDX10,2.63
DDX11,7.664
DDX17,6.41
DDX18,8.703
DDX19A,11.636
DDX19B,10.438
DDX20,0.617
DDX21,6.12
DDX23,5.892
DDX24,7.333
DDX28,0.448
DDX31,2.095
DDX39A,11.333
DDX39B,11.737
DDX3X,4.558
DDX3Y,4.27
DDX42,3.637
DDX46,15.19
DDX47,4.083
DDX49,21.074
DDX5,7.738
DDX50,5.089
DDX51,8.279
DDX52,3.83
DDX54,9.751
DDX55,2.764
DDX56,4.661
DDX58,2.828
DDX59,2.219
DDX6,3.275
DDX60,6.713
DDX60L,8.036
DEAF1,5.792
DECR1,42.767
DECR2,13.976
DEDD,4.118
DEDD2,1.342
DEF8,23.138
DEFB129,6.189
DEGS1,4.269
DEGS2,9.354
DEK,12.512
DELE1,15.972
DENND10,7.131
DENND1A,11.31
DENND1B,2.111
DENND1C,8.032
DENND2A,7.748
DENND2C,2.559
DENND2D,3.556
DENND3,3.883
DENND4A,3.46
DENND4B,7.495
DENND4C,2.436
DENND5A,4.8
DENND6A,3.508
DENND6B,19.95
DENR,13.591
DEPDC1,4.366
DEPDC1B,11.178
DEPDC5,3.164
DEPDC7,1.668
DEPTOR,4.818
DERA,18.506
DERL1,7.296
DERL2,5.146
DERL3,17.644
DES,48.21
DESI1,11.989
DESI2,5.422
DET1,2.982
DEXI,4.95
DFFA,8.52
DFFB,3.485
DGAT1,37.289
DGAT2,5.793
DGCR2,3.802
DGCR6,26.972
DGCR6L,40.444
DGCR8,2.658
DGKA,6.652
DGKD,4.448
DGKE,2.919
DGKH,2.724
DGKI,5.967
DGKQ,7.044
DGKZ,19.43
DGLUCY,10.571
DGUOK,34.695
