gene_symbol,half_life_hours
DHCR24,13.345
DHCR7,15.151
DHDDS,5.348
DHDH,5.838
DHFR,41.526
DHFR2,2.434
DHODH,4.943
DHRS1,16.907
DHRS11,8.864
DHRS12,6.08
DHRS13,5.044
DHRS2,20.359
DHRS3,3.392
DHRS4,24.467
DHRS7B,7.109
DHTKD1,13.15
DHX15,7.178
DHX16,6.325
DHX29,7.007
DHX30,4.658
DHX32,2.163
DHX33,3.826
DHX34,4.84
DHX35,2.664
DHX36,3.156
DHX37,5.979
DHX38,11.327
DHX40,9.881
DHX57,3.666
DHX58,5.312
DHX8,3.572
DHX9,9.168
DIABLO,5.296
DIAPH1,10.161
DIAPH2,8.135
DIAPH3,4.408
DICER1,4.43
DIDO1,1.529
DIMT1,5.747
DIO2,1.456
DIO3,4.262
DIP2A,5.816
DIP2B,3.297
DIPK1A,2.609
DIPK2A,0.838
DIRAS1,2.686
DIS3,4.319
DIS3L,5.433
DIS3L2,5.752
DISC1,2.703
DISP1,0.769
DISP2,3.08
DIXDC1,4.049
DKC1,8.243
DKK1,0.639
DKK3,11.923
DLAT,8.852
DLC1,0.675
DLD,15.105
DLG1,5.456
DLG2,2.592
DLG3,3.743
DLG4,8.979
DLGAP1,2.277
DLGAP4,4.388
DLGAP5,9.831
DLK1,39.873
DLK2,3.485
DLL1,0.986
DLST,8.888
DLX1,0.789
DLX2,0.74
DLX4,8.195
DLX5,0.481
DLX6,1.099
DMAC1,16.317
DMAC2,16.924
DMAC2L,9.066
DMAP1,10.475
DMBX1,4.872
DMC1,11.11
DMD,6.137
DMKN,29.403
DMPK,10.317
DMRT1,7.666
DMRTA1,0.903
DMRTB1,4.825
DMRTC2,5.143
DMTF1,3.513
DMTN,12.569
DMWD,10.322
DMXL1,4.721
DMXL2,6.483
DNA2,5.05
DNAAF10,5.181
DNAAF2,0.927
DNAAF5,14.839
DNAAF8,2.536
DNAAF9,3.043
DNAH1,5.613
DNAH11,7.329
DNAH17,6.75
DNAH6,3.909
DNAH7,3.702
DNAJA1,5.761
DNAJA2,2.827
DNAJA3,6.731
DNAJA4,6.027
DNAJB1,0.797
DNAJB11,18.263
DNAJB12,3.98
DNAJB14,4.26
DNAJB2,11.79
DNAJB4,1.969
DNAJB5,1.715
DNAJB6,9.349
DNAJB9,0.576
DNAJC1,8.774
DNAJC10,22.285
DNAJC11,8.387
DNAJC12,8.979
DNAJC13,6.185
DNAJC14,2.419
DNAJC15,12.48
DNAJC16,2.01
DNAJC17,5.201
DNAJC18,3.239
DNAJC19,13.765
DNAJC2,4.205
DNAJC21,6.057
DNAJC22,4.163
DNAJC24,6.172
DNAJC25,7.071
DNAJC25-GNG10,1.699
DNAJC27,0.926
DNAJC28,1.292
DNAJC3,4.247
DNAJC30,1.886
DNAJC4,21.289
DNAJC5,3.705
DNAJC6,2.324
DNAJC7,11.518
DNAJC8,18.282
DNAJC9,4.871
DNAL1,9.363
DNAL4,5.287
DNASE1,7.12
DNASE1L1,24.742
DNASE1L2,5.379
DNASE2,24.195
DND1,5.902
DNHD1,9.517
DNLZ,10.544
DNM1,33.654
DNM1L,7.76
DNM2,19.629
DNM3,3.363
DNMBP,0.913
DNMT1,11.802
DNMT3A,6.248
DNMT3B,4.978
DNPEP,17.769
DNTTIP1,4.095
DNTTIP2,2.019
DOC2A,9.717
DOCK1,9.226
DOCK10,2.604
DOCK11,8.648
DOCK2,12.991
DOCK3,4.824
DOCK4,4.736
DOCK5,3.831
DOCK6,20.862
DOCK8,6.127
DOCK9,3.424
DOHH,4.596
DOK1,2.956
DOK2,2.143
DOK4,4.48
DOK7,2.416
DOLK,1.474
DOLPP1,3.91
DONSON,7.734
DOP1A,2.326
DOP1B,4.878
DOT1L,5.19
DPAGT1,26.862
DPCD,21.42
DPEP1,19.156
DPEP2,8.27
DPF1,3.738
DPF2,2.813
DPF3,1.097
DPH1,7.154
DPH2,8.879
DPH3,6.917
DPH5,7.893
DPH6,6.735
DPH7,4.262
DPM2,14.191
DPM3,19.708
DPP3,31.794
DPP4,18.171
DPP8,5.518
DPP9,15.699
DPY19L1,16.959
DPY19L2,5.844
DPY19L3,7.819
DPY19L4,14.357
DPY30,13.244
DPYD,5.698
DPYSL2,6.938
DPYSL3,13.905
DPYSL4,13.024
DPYSL5,11.618
DR1,3.502
DRAM1,4.902
DRAM2,13.941
DRAP1,33.757
DRC3,9.259
DRD5,0.915
DRG1,9.016
DRG2,14.794
DROSHA,9.707
DRP2,3.543
DSC2,7.185
DSC3,12.36
DSCC1,7.65
DSE,3.472
DSEL,1.538
DSG2,16.317
DSN1,3.733
DSP,10.712
DSTN,41.232
DSTYK,1.484
DTD2,7.299
DTL,1.911
DTNB,10.528
DTNBP1,4.639
DTWD1,3.25
DTWD2,6.144
DTX1,3.948
DTX2,1.902
DTX3,12.807
DTX3L,3.308
DTX4,2.33
DTYMK,17.806
DUOXA1,5.888
DUS1L,24.17
DUS2,2.762
DUS3L,6.796
DUS4L,5.174
DUSP1,0.164
DUSP10,0.444
DUSP11,2.071
DUSP12,4.608
DUSP13,15.438
DUSP14,1.581
DUSP15,3.964
DUSP16,0.984
DUSP18,2.54
DUSP19,3.052
DUSP2,0.266
DUSP22,9.761
DUSP23,14.541
DUSP26,2.514
DUSP28,4.2
DUSP3,5.88
DUSP4,1.041
DUSP5,0.434
DUSP6,0.154
DUSP7,0.892
DUSP8,1.456
DUSP9,13.311
DUT,17.787
DVL1,9.575
DVL2,7.758
DVL3,10.156
DXO,9.201
DYM,10.603
DYNC1H1,10.202
DYNC1I1,5.176
DYNC1I2,17.395
DYNC1LI1,4.466
DYNC1LI2,7.927
DYNC2H1,6.535
DYNC2I1,3.383
DYNC2LI1,12.373
DYNLL1,8.431
DYNLL2,4.741
DYNLRB1,32.249
DYNLT1,14.321
DYRK1A,0.852
DYRK1B,1.796
DYRK2,0.827
DYRK3,1.143
DYRK4,12.659
DYSF,16.976
DZANK1,3.696
DZIP1,13.097
DZIP1L,2.636
DZIP3,12.448
E2F1,5.268
E2F2,1.621
E2F3,0.756
E2F4,5.276
E2F5,2.572
E2F6,1.079
E2F7,1.807
E2F8,1.128
E4F1,2.85
EAF1,1.771
EAF2,8.125
EAPP,3.86
EBAG9,3.957
EBF1,0.965
EBF2,3.354
EBF3,1.39
EBI3,20.609
EBLN2,0.256
EBNA1BP2,29.373
EBP,18.847
EBPL,21.182
ECD,6.138
ECE1,10.668
ECEL1,10.603
ECH1,93.086
ECHDC1,17.184
ECHDC2,10.981
ECHDC3,9.046
ECHS1,72.071
ECI1,19.156
ECI2,32.877
ECM1,31.505
ECSIT,9.796
ECT2,5.493
EDA,2.238
EDARADD,1.193
EDC3,4.666
EDC4,10.073
EDEM1,4.665
EDEM2,12.217
EDEM3,3.968
EDF1,38.677
EDIL3,26.296
EDN1,0.442
EDN2,1.739
EDNRA,2.997
EDRF1,2.236
EEA1,3.792
EEF1A1,59.185
EEF1A2,33.688
EEF1AKMT1,6.177
EEF1AKMT3,3.682
EEF1B2,27.192
EEF1D,32.479
EEF1E1,6.858
EEF1G,42.378
EEF2,28.9
EEF2K,5.25
EEF2KMT,4.463
EEFSEC,4.954
EEPD1,1.05
EFCAB10,9.175
EFCAB11,13.543
EFCAB14,6.377
EFCAB2,11.959
EFCAB6,6.405
EFCAB7,4.699
EFEMP1,37.024
EFEMP2,12.167
EFHC1,16.168
EFHD1,14.09
EFHD2,13.338
EFL1,3.835
EFNA1,0.666
EFNA2,2.499
EFNA3,2.68
EFNA4,0.681
EFNA5,2.012
EFNB1,2.277
EFNB2,0.807
EFNB3,11.161
EFR3A,6.456
EFR3B,4.901
EFS,3.342
EFTUD2,17.236
EGF,6.183
EGFL7,20.84
EGFLAM,21.398
EGFR,3.373
EGLN1,2.849
EGLN2,2.409
EGLN3,1.19
EGR1,0.681
EGR2,0.358
EGR3,0.54
EGR4,5.779
EHBP1,3.642
EHBP1L1,16.924
EHD1,5.344
EHD2,13.23
EHD3,5.344
EHD4,5.188
EHHADH,5.005
EHMT1,4.837
EI24,26.537
EID1,11.195
EID2,1.685
EID2B,0.565
EID3,1.438
EIF1,6.548
EIF1AD,0.933
EIF1AX,16.567
EIF1B,3.227
EIF2A,8.228
EIF2AK1,25.326
EIF2AK2,7.001
EIF2AK3,1.042
EIF2AK4,6.888
EIF2B1,17.751
EIF2B2,7.905
EIF2B3,11.731
EIF2B4,6.168
EIF2B5,8.893
EIF2D,23.091
EIF2S1,9.098
EIF2S2,9.196
EIF2S3,25.715
EIF3A,4.2
EIF3B,12.069
EIF3C,17.324
EIF3D,10.821
EIF3E,14.719
EIF3F,21.376
EIF3G,22.444
EIF3H,32.216
EIF3I,37.938
EIF3J,10.027
EIF3K,79.128
EIF3L,26.03
EIF3M,10.454
EIF4A1,14.026
EIF4A2,2.851
EIF4A3,5.325
EIF4B,7.979
EIF4E,4.521
EIF4E2,9.901
EIF4EBP1,30.251
EIF4EBP2,11.298
EIF4ENIF1,1.643
EIF4G1,16.651
EIF4G2,16.234
EIF4G3,6.406
EIF4H,12.323
EIF5,3.533
EIF5A,54.126
EIF5A2,9.42
EIF5B,10.728
EIF6,15.509
EIPR1,8.857
ELAC1,1.692
ELAC2,11.832
ELAPOR2,5.338
ELAVL1,11.015
ELAVL2,1.798
ELF1,1.208
ELF2,1.147
ELF3,0.751
ELF4,2.637
ELFN2,2.58
ELK1,8.909
ELK3,5.34
ELK4,5.101
ELL,1.148
ELL2,3.193
ELL3,7.118
ELMO1,3.549
ELMO2,3.518
ELMO3,2.441
ELMOD1,11.448
ELMOD2,7.535
ELMOD3,6.063
ELN,5.239
ELOA,3.772
ELOC,16.668
ELOF1,5.063
ELOVL1,7.722
ELOVL2,15.859
ELOVL4,4.86
ELOVL5,8.624
ELOVL6,5.496
ELOVL7,7.474
ELP1,13.779
ELP3,4.015
ELP5,7.857
ELP6,6.868
EMB,13.264
EMC1,15.267
EMC10,28.463
EMC2,5.447
EMC3,15.517
EMC4,22.834
EMC6,4.438
EMC7,12.704
EMC8,4.019
EMC9,6.323
EMD,21.398
EME1,3.721
EME2,6.347
EMG1,4.196
EMID1,37.822
EMILIN1,3.702
EMILIN2,4.844
EMILIN3,4.063
EML1,7.307
EML2,14.191
EML3,27.109
EML4,5.956
EML5,4.011
EML6,4.938
EMP1,14.779
EMP2,11.384
EMP3,28.87
EMSY,1.739
EMX1,1.875
EMX2,0.529
EN1,0.625
EN2,1.67
ENAM,5.309
ENC1,0.836
ENDOD1,4.22
ENDOG,8.642
ENDOV,6.347
ENG,13.474
ENHO,8.116
ENKD1,6.143
ENO1,41.274
ENO2,25.925
ENO3,19.728
ENOPH1,10.931
ENOSF1,13.291
ENOX1,3.265
ENOX2,6.166
ENPEP,18.619
ENPP1,12.685
ENPP2,13.529
ENPP4,5.163
ENPP5,2.029
ENPP7,4.775
ENSA,24.842
ENTPD1,4.637
ENTPD2,52.184
ENTPD4,7.344
ENTPD5,7.963
ENTPD6,11.004
ENTPD7,2.794
ENTPD8,5.067
ENTR1,9.278
ENY2,26.808
EOGT,6.414
EOLA1,3.257
EOLA2,5.231
EOMES,1.19
EP300,1.36
EP400,5.19
EPAS1,6.965
EPB41,12.298
EPB41L1,9.194
EPB41L2,25.326
EPB41L3,9.136
EPB41L4A,2.152
EPB41L4B,3.371
EPB41L5,5.49
EPC1,0.507
EPC2,1.069
EPCAM,23.757
EPDR1,6.951
EPG5,2.888
EPHA2,2.891
EPHA3,3.366
EPHA4,1.197
EPHA5,2.43
EPHA6,3.968
EPHA7,2.138
EPHA8,17.395
EPHB1,1.809
EPHB2,7.907
EPHB3,1.181
EPHB4,2.995
EPHB6,10.396
EPHX1,31.697
EPHX2,32.578
EPHX4,3.997
EPM2A,4.536
EPM2AIP1,1.408
EPN1,29.314
EPN2,3.963
EPN3,3.069
EPO,5.993
EPOR,3.989
EPPK1,4.183
EPRS1,18.562
EPS15,7.434
EPS15L1,4.65
EPS8,5.108
EPS8L1,7.789
EPS8L2,19.93
EPSTI1,3.063
EPX,8.846
ERAL1,11.76
ERAP1,24.691
ERAP2,8.524
ERAS,3.688
ERBB2,9.0
ERBB3,6.697
ERBIN,2.859
ERC1,2.542
ERC2,2.002
ERCC1,16.821
ERCC2,18.905
ERCC3,4.494
ERCC5,3.757
ERCC6,1.835
ERCC6L,1.465
ERCC6L2,1.929
ERCC8,8.004
ERF,2.973
ERG,3.457
ERG28,29.493
ERGIC1,23.805
ERH,24.918
ERI1,3.48
ERI2,4.648
ERI3,27.834
ERICH1,5.153
ERICH2,10.63
ERICH5,3.406
ERLEC1,7.068
ERLIN1,5.721
ERLIN2,16.736
ERMAP,3.501
ERMARD,8.814
ERMP1,22.881
ERN1,1.858
ERN2,3.972
ERO1A,17.769
ERO1B,7.695
ERP29,28.405
ERP44,12.951
ERRFI1,0.899
ERV3-1,6.231
ERVMER34-1,3.164
ESAM,9.478
ESCO1,1.469
ESCO2,2.637
ESD,17.08
ESF1,1.6
ESPL1,6.415
ESPNL,1.527
ESRP2,3.919
ESRRA,3.831
ESRRB,2.833
ESS2,1.802
ESYT1,25.403
ESYT2,12.899
ETAA1,0.62
ETF1,7.521
ETFA,41.907
ETFB,40.65
ETFBKMT,3.75
ETFDH,20.113
ETFRF1,10.766
ETHE1,30.22
ETNK1,6.647
ETNK2,18.943
ETNPPL,2.836
ETS1,3.998
ETS2,0.835
ETV1,4.088
ETV2,7.573
ETV3,0.72
ETV3L,6.902
ETV4,18.171
ETV5,4.16
ETV6,1.871
EVA1A,2.204
EVA1B,8.283
EVA1C,1.486
EVC,4.785
EVI2A,1.766
EVI2B,1.852
EVI5L,10.882
EVL,14.96
EVPL,3.978
EWSR1,14.937
EXD2,6.129
EXD3,5.913
EXO1,2.571
EXO5,1.582
EXOC1,6.057
EXOC2,6.642
EXOC3,9.565
EXOC4,12.008
EXOC5,8.032
EXOC6,3.058
EXOC6B,4.839
EXOC7,17.554
EXOC8,0.784
EXOG,2.327
EXOSC1,17.166
EXOSC10,6.881
EXOSC2,4.664
EXOSC3,2.472
EXOSC4,2.31
EXOSC5,23.589
EXOSC6,1.948
EXOSC7,8.941
EXOSC8,8.016
EXOSC9,3.912
EXPH5,2.739
EXT1,1.961
EXT2,18.525
EXTL1,4.4
EXTL2,10.068
EXTL3,3.158
EYA1,1.356
EYA2,2.339
EYA3,3.673
EYA4,3.026
EZH1,5.545
EZH2,4.87
EZR,6.339
F10,6.348
F11R,10.652
F12,13.123
F13A1,11.701
F2,10.733
F2R,5.211
F2RL1,2.166
F2RL3,1.521
F3,0.911
F7,4.362
F8,7.646
FA2H,5.409
FAAH,7.504
FAAH2,17.751
FAAP100,7.335
FAAP20,36.133
FAAP24,1.951
FABP3,11.838
FABP5,8.178
FABP6,29.794
FADD,0.53
FADS1,18.024
FADS2,27.721
FADS3,15.105
FADS6,6.73
FAF1,7.604
FAF2,3.123
FAH,31.762
FAHD1,3.585
FAHD2A,18.097
FAHD2B,21.704
FAIM,7.331
FAIM2,3.937
FAM102A,1.804
FAM102B,4.757
FAM104A,2.043
FAM104B,19.47
FAM107A,4.283
FAM107B,4.451
FAM110A,0.943
FAM110B,0.517
FAM111A,2.723
FAM111B,1.401
FAM114A1,5.129
FAM114A2,8.677
FAM117A,3.049
FAM118A,5.408
FAM118B,3.373
FAM120A,9.58
FAM120AOS,7.411
FAM120B,3.148
FAM120C,3.079
FAM124A,1.228
FAM126A,10.202
FAM126B,1.655
FAM131A,4.002
FAM131B,5.961
FAM131C,8.306
FAM133B,5.471
FAM135A,3.102
FAM136A,14.674
FAM13A,2.524
FAM13B,4.663
FAM13C,2.774
FAM149B1,8.653
FAM151A,7.068
FAM151B,9.052
FAM161A,5.234
FAM161B,1.766
FAM162A,43.335
FAM166A,6.247
FAM167A,3.728
FAM167B,6.75
FAM168A,4.91
FAM168B,5.404
FAM169A,1.764
FAM171A2,5.83
FAM171B,5.09
FAM172A,9.321
FAM174A,3.254
FAM174B,2.457
FAM174C,7.687
FAM177A1,11.832
FAM181A,0.942
FAM184A,3.088
FAM185A,4.038
FAM186B,2.518
FAM189A2,4.373
FAM189B,20.092
FAM193A,1.616
FAM193B,4.586
FAM199X,7.178
FAM200A,0.713
FAM200B,5.372
FAM204A,12.601
FAM20B,8.855
FAM20C,2.336
FAM210A,1.869
FAM210B,19.829
FAM214A,3.676
FAM214B,1.329
FAM216A,7.913
FAM217B,1.533
FAM219A,2.964
FAM219B,9.33
FAM220A,1.579
FAM221A,2.95
FAM222A,1.579
FAM222B,0.947
FAM227A,3.085
FAM227B,7.59
FAM228B,6.335
FAM229B,34.907
FAM234A,19.411
FAM234B,13.03
FAM241A,3.655
FAM241B,6.357
FAM24B,4.18
FAM32A,6.546
FAM3A,22.149
FAM3C,9.722
FAM3D,10.744
FAM43A,0.914
FAM43B,1.322
FAM47E-STBD1,0.592
FAM50A,33.929
FAM50B,1.272
FAM53A,2.811
FAM53B,2.344
FAM53C,1.672
FAM72A,2.721
FAM72B,4.042
FAM72D,2.207
FAM76A,3.866
FAM76B,2.449
FAM78A,1.88
FAM78B,2.048
FAM81A,21.55
FAM83A,5.136
FAM83B,0.531
FAM83D,0.663
FAM83E,3.329
FAM83G,0.894
FAM83H,6.092
FAM89A,2.527
FAM89B,7.156
FAM8A1,4.492
FAM91A1,6.619
FAM98A,6.247
FAM98B,13.42
FAM98C,14.607
FAN1,6.338
FANCA,8.683
FANCB,3.018
FANCC,4.603
FANCD2,10.233
FANCE,2.811
FANCF,0.924
FANCG,8.837
FANCI,12.886
FANCL,5.64
FANCM,1.75
FAR1,10.207
FAR2,14.922
FARP1,16.601
FARP2,4.414
FARS2,5.784
FARSA,5.803
FARSB,13.474
FAS,2.797
FASN,19.098
FASTK,14.474
FASTKD1,5.572
FASTKD2,3.495
FASTKD3,1.369
FASTKD5,0.804
FAT1,4.679
FAT3,4.319
FAT4,2.091
FAU,43.379
FAXC,3.135
FAXDC2,10.976
FBF1,7.372
FBH1,4.552
FBL,30.343
FBLIM1,4.902
FBLN1,49.0
FBLN5,20.339
FBLN7,12.945
FBN1,12.316
FBN2,9.349
FBN3,10.826
FBRS,3.607
FBRSL1,7.764
FBXL12,1.784
FBXL13,4.977
FBXL14,0.989
FBXL15,5.064
FBXL16,10.512
FBXL17,5.308
FBXL18,2.309
FBXL19,5.201
FBXL2,5.213
FBXL20,4.386
FBXL3,1.341
FBXL4,3.739
FBXL5,2.255
FBXL6,21.225
FBXL7,2.609
FBXL8,2.872
FBXO10,2.21
FBXO11,2.418
FBXO16,2.743
FBXO17,19.97
FBXO2,29.224
FBXO22,5.787
FBXO24,7.02
FBXO25,14.824
FBXO27,4.398
FBXO28,1.388
FBXO3,7.142
FBXO30,1.003
FBXO31,1.638
FBXO32,1.721
FBXO33,1.397
FBXO34,0.663
FBXO36,3.67
FBXO38,2.282
FBXO39,1.665
FBXO4,6.918
FBXO42,0.872
FBXO44,12.186
FBXO45,1.713
FBXO46,1.552
FBXO48,1.447
FBXO5,0.367
FBXO6,14.831
FBXO7,8.535
FBXO8,2.442
FBXO9,11.82
FBXW11,2.64
FBXW2,4.908
FBXW4,15.699
FBXW5,14.104
FBXW7,1.489
FBXW8,6.286
FBXW9,10.647
FCAMR,6.799
FCER2,29.493
FCF1,13.157
FCGR2A,35.987
FCGR2B,12.576
FCGRT,77.066
FCHO1,10.089
FCHO2,4.663
FCHSD1,9.717
FCHSD2,2.641
FCRL4,9.248
FCRL5,8.464
FCRLA,8.429
FCRLB,7.525
FDFT1,10.739
FDPS,40.239
FDX1,8.873
FDXACB1,1.168
FDXR,16.517
FECH,22.719
FEM1A,0.815
FEM1B,0.788
FEM1C,0.849
FEN1,3.112
FER,4.646
FERD3L,3.579
FERMT1,6.851
FERMT2,7.325
FERMT3,13.447
FES,10.766
FEV,2.94
FEZ1,8.756
FEZ2,7.393
FEZF2,0.95
FFAR2,3.786
FGD1,9.896
FGD2,9.473
FGD3,2.626
FGD6,2.236
FGF11,8.635
FGF12,3.918
FGF13,8.491
FGF17,3.329
FGF18,0.928
FGF2,2.474
FGF20,1.162
FGF3,10.948
FGF4,1.367
FGF5,2.167
FGF6,9.936
FGF9,1.31
FGFBP3,7.77
FGFR1,9.406
FGFR1OP2,5.072
FGFR2,2.158
FGFR3,6.127
FGFR4,28.118
FGFRL1,6.861
FGGY,30.374
FGL2,0.883
FGR,4.481
FH,17.501
FHAD1,4.624
FHDC1,1.587
FHIP1A,1.913
FHIP1B,2.774
FHIP2A,2.016
FHIP2B,10.766
FHIT,6.804
FHL1,33.825
FHL2,2.935
FHL3,2.734
FHOD1,11.977
FHOD3,3.425
FIBCD1,28.9
FIBP,27.778
FICD,0.544
FIG4,16.218
FIGN,1.174
FIGNL1,1.529
FILIP1L,0.674
FIP1L1,2.803
FIS1,26.944
FITM2,3.108
FIZ1,1.784
FJX1,0.474
FKBP10,84.269
FKBP11,7.887
FKBP14,6.993
FKBP1B,28.988
FKBP2,14.607
FKBP3,33.382
FKBP4,18.208
FKBP5,9.771
FKBP6,3.242
FKBP7,13.654
FKBP8,49.199
FKBP9,22.194
FKBPL,0.327
FKRP,3.306
FKTN,7.711
FLAD1,4.655
FLCN,2.682
FLI1,1.713
FLII,30.622
FLNA,53.798
FLNB,10.695
FLNC,30.622
FLOT1,18.06
FLOT2,26.754
FLRT1,3.415
FLRT2,1.725
FLRT3,0.501
FLT1,3.265
FLT3LG,6.164
FLT4,8.882
FLVCR1,5.051
FLVCR2,3.52
FLYWCH1,6.084
FLYWCH2,8.036
FMC1,9.741
FMC1-LUC7L2,6.798
FMN1,1.73
FMN2,1.715
FMNL1,9.604
FMNL2,7.927
FMNL3,6.061
FMO4,5.641
FMR1,7.387
FMR1NB,11.512
FN1,34.067
FN3K,4.445
FN3KRP,7.577
FNBP1,7.481
FNBP1L,2.69
FNBP4,2.467
FNDC10,10.931
FNDC3A,3.661
FNDC3B,2.182
FNDC4,12.093
FNIP1,2.061
FNIP2,1.978
FNTA,5.671
FNTB,6.095
FOCAD,11.959
FOS,0.33
FOSB,4.219
FOSL1,0.685
FOSL2,1.103
FOXA1,0.508
FOXA2,0.39
FOXA3,1.301
FOXB1,0.271
FOXC1,0.499
FOXC2,1.107
FOXD2,1.041
FOXE1,1.618
FOXE3,13.244
FOXF1,0.726
FOXF2,1.487
FOXG1,2.949
FOXH1,8.95
FOXI1,1.811
FOXI3,0.621
FOXJ2,1.636
FOXJ3,1.408
FOXK2,2.205
FOXL1,2.904
FOXL2,1.229
FOXM1,12.775
FOXN2,1.057
FOXN3,2.612
FOXN4,7.445
FOXO1,0.517
FOXO3,1.004
FOXO4,11.184
FOXP1,1.079
FOXP2,2.126
FOXP3,4.517
FOXP4,6.426
FOXQ1,0.62
FOXRED1,19.04
FOXRED2,10.728
FOXS1,0.627
FPGS,13.433
FPGT,4.952
FRA10AC1,6.329
FRAS1,6.462
FRAT1,0.587
FRAT2,0.823
FREM2,9.55
FRG1,5.502
FRK,1.294
FRMD3,2.317
FRMD4A,2.189
FRMD4B,1.03
FRMD5,2.571
FRMD6,1.046
FRMD8,4.222
FRMPD1,1.06
FRMPD4,2.077
FRRS1,6.941
FRS2,0.749
FRS3,1.367
FRY,2.682
FSBP,2.227
FSCN1,14.416
FSD1,21.268
FSD1L,5.05
FSIP1,2.268
FST,1.9
FSTL1,26.645
FSTL3,7.189
FSTL4,5.963
FTCD,2.766
FTH1,42.81
FTL,166.723
FTO,6.396
FTSJ1,15.972
FTSJ3,8.433
FUBP1,7.457
FUBP3,13.447
FUCA2,32.944
FUNDC1,7.04
FUNDC2,49.601
FUOM,14.6
FURIN,7.376
FUS,15.337
FUT1,1.255
FUT10,1.807
FUT11,1.566
FUT4,0.983
FUT5,7.608
FUT8,4.555
FUZ,20.401
FXN,8.378
FXR1,6.157
FXR2,4.138
FXYD2,130.932
FXYD3,15.021
FXYD5,43.028
FXYD6,22.467
FYCO1,2.645
FYN,5.031
FYTTD1,12.595
FZD1,1.194
FZD10,0.844
FZD2,1.716
FZD3,3.298
FZD4,1.197
FZD5,0.908
FZD6,5.116
FZD7,0.87
FZD8,0.58
FZD9,1.404
FZR1,2.471
G0S2,1.064
G2E3,3.433
G3BP1,7.592
G3BP2,5.769
G6PC3,34.136
G6PD,44.539
GAA,40.157
GAB1,1.579
GAB2,2.528
GAB3,6.938
GABARAP,31.988
GABARAPL1,11.122
GABARAPL2,21.354
GABBR1,5.909
GABBR2,6.606
GABPA,6.243
GABPB1,2.46
GABPB2,8.436
GABRA3,14.945
GABRA4,4.987
GABRB3,5.987
GABRD,5.778
GABRE,5.716
GABRQ,5.732
GAD1,7.546
GADD45A,0.86
GADD45B,0.554
GADD45G,0.287
GADD45GIP1,12.601
GAK,11.959
GAL,34.66
GAL3ST1,8.329
GAL3ST3,6.161
GAL3ST4,7.504
GALC,21.529
GALE,23.445
GALK1,27.609
GALK2,7.525
GALM,14.256
GALNS,17.483
GALNT1,13.584
GALNT10,8.661
GALNT11,14.839
GALNT14,5.623
GALNT16,12.853
GALNT18,4.786
GALNT2,19.991
GALNT3,2.794
GALNT4,1.401
GALNT5,8.472
GALNT6,7.807
GALNT7,11.241
GALR2,12.448
GALR3,3.161
GALT,8.41
GAMT,31.988
GAN,2.259
GANAB,39.914
GANC,9.273
GAPDH,58.826
GAPDHS,1.777
GAPVD1,3.602
GAR1,6.309
GAREM2,4.127
GARIN1A,2.455
GARIN5A,11.477
GARIN5B,6.902
GARNL3,3.792
GARRE1,2.777
GARS1,13.077
GART,9.166
GAS1,0.27
GAS2,5.126
GAS2L1,4.828
GAS2L2,4.861
GAS2L3,4.044
GAS6,23.232
GAS7,5.413
GAS8,5.617
GATA1,4.311
GATA2,0.727
GATA3,0.537
GATA4,1.163
GATA5,2.08
GATA6,0.463
GATAD1,3.339
GATAD2A,5.837
GATAD2B,1.653
GATB,10.87
GATC,7.481
GATD3,30.871
GATM,35.479
GBA,20.359
GBA2,6.265
GBE1,14.63
GBF1,6.598
GBGT1,6.182
GBP1,5.455
GBP2,8.997
GBP4,4.997
GBP5,4.797
GBP7,8.826
GBX2,0.685
GCA,18.79
GCAT,22.353
GCC1,0.834
GCC2,4.309
GCDH,24.318
GCFC2,7.202
GCGR,17.483
GCH1,4.275
GCHFR,20.236
GCLC,2.425
GCLM,4.391
GCN1,8.279
GCNA,1.62
GCNT1,1.157
GCNT2,1.026
GCNT3,1.307
GCSH,35.914
GDA,25.429
GDAP1,13.793
GDAP2,4.468
GDE1,12.892
GDF1,9.668
GDF11,6.906
GDF15,0.805
GDF6,1.953
GDF7,2.654
GDF9,4.344
GDI1,23.829
GDI2,14.467
GDPD1,3.973
GDPD3,13.934
GDPD5,8.178
GDPGP1,0.82
GEM,0.869
GEMIN2,3.932
GEMIN4,1.091
GEMIN5,3.037
GEMIN6,2.378
GEMIN7,1.931
GEMIN8,6.272
GEN1,3.058
GET1,15.251
GET3,9.406
GET4,6.682
GFI1,1.875
GFI1B,1.001
GFM1,12.938
GFM2,12.002
GFOD1,1.518
GFOD2,2.217
GFPT1,6.289
GFPT2,4.428
GFRA1,11.338
GFUS,25.767
GGA1,9.217
GGA2,7.705
GGA3,3.965
GGACT,11.396
GGCT,22.015
GGCX,15.313
GGH,71.343
GGN,14.133
GGNBP2,1.535
GGPS1,7.353
GGT1,17.43
GGT5,5.232
GGT6,9.041
GGT7,18.847
GHDC,19.789
GHITM,44.449
GHR,3.611
GHSR,4.664
GID4,2.071
GID8,4.804
GIGYF1,5.155
GIGYF2,2.113
GIMAP2,3.31
GIMAP5,4.24
GIMAP6,2.043
GIMAP8,2.911
GIN1,2.035
GINM1,8.556
GINS1,5.3
GINS2,9.43
GINS3,2.146
GINS4,16.685
GIPC1,16.719
GIPC3,18.152
GIPR,10.843
