gene_symbol,half_life_hours
Bcl11b,1.197
Bcl2,3.205
Bcl2a1b,14.142
Bcl2a1c,5.407
Bcl2l1,1.235
Bcl2l10,7.15
Bcl2l11,0.802
Bcl2l12,6.215
Bcl2l13,5.157
Bcl2l14,2.041
Bcl2l15,3.71
Bcl2l2,3.186
Bcl3,1.314
Bcl6,0.412
Bcl6b,1.805
Bcl7a,1.437
Bcl7b,1.963
Bcl7c,11.673
Bcl9,1.337
Bcl9l,2.115
Bclaf1,4.475
Bcor,0.763
Bcorl1,1.286
Bcr,4.181
Bcs1l,4.646
Bdh1,8.08
Bdh2,32.319
Bdkrb1,2.087
Bdkrb2,2.649
Bdnf,0.385
Bdp1,1.388
Becn1,8.612
Bend3,0.809
Bend4,4.871
Bend6,34.037
Best2,3.053
Bet1,7.482
Bex1,15.323
Bex2,9.753
Bex3,18.527
Bex4,10.697
Bex6,4.184
Bfar,3.629
Bfsp1,4.077
Bgn,85.487
Bhlha15,0.874
Bhlhb9,9.074
Bhlhe40,0.538
Bhlhe41,0.873
Bhmt,25.64
Bhmt2,5.122
Bicc1,8.486
Bicd1,1.755
Bicd2,3.93
Bid,2.099
Bik,3.348
Bin1,7.906
Bin3,6.612
Birc2,1.263
Birc3,1.239
Birc5,6.736
Birc6,4.37
Bivm,3.282
Blcap,1.622
Blm,2.356
Blmh,7.777
Blnk,10.955
Bloc1s1,32.949
Bloc1s2,6.027
Bloc1s3,1.874
Bloc1s5,3.53
Bloc1s6,6.312
Blvra,12.2
Blvrb,27.866
Blzf1,1.922
Bmf,0.76
Bmi1,6.026
Bmp1,22.838
Bmp10,14.728
Bmp2k,1.273
Bmp4,1.378
Bmp6,3.883
Bmp7,3.24
Bmp8a,5.807
Bmp8b,19.631
Bmper,5.56
Bmpr1a,2.722
Bmpr1b,2.073
Bmpr2,3.614
Bms1,5.584
Bmt2,1.066
Bmyc,2.033
Bnc2,1.197
Bnip1,3.004
Bnip2,4.581
Bnip3,20.612
Bnip3l,27.501
Bnipl,4.431
Boc,1.876
Bod1,6.215
Bod1l,3.562
Bok,5.155
Bola1,4.927
Bola2,16.286
Bola3,22.175
Bop1,14.954
Bora,1.462
Borcs5,3.353
Borcs6,0.917
Borcs7,17.592
Borcs8,17.61
Bpgm,4.094
Bphl,28.992
Bpnt1,7.256
Bpnt2,2.809
Bptf,4.022
Braf,2.856
Brap,3.904
Brat1,1.447
Brca1,1.984
Brca2,2.523
Brcc3,7.04
Brd1,0.962
Brd2,0.889
Brd3,3.765
Brd4,2.575
Brd7,3.553
Brd8,1.71
Brd9,14.818
Brdt,7.403
Brf1,3.925
Brf2,1.024
Bri3,5.325
Bri3bp,10.131
Brinp1,1.491
Brip1,1.762
Brix1,1.844
Brms1,4.419
Brms1l,4.397
Brox,3.061
Brpf1,0.894
Brpf3,1.701
Brsk1,2.55
Brsk2,3.05
Brwd3,1.863
Bscl2,6.029
Bsdc1,4.431
Bsg,71.934
Bsn,1.036
Bspry,0.989
Bst1,12.699
Bst2,29.617
Btaf1,2.009
Btbd1,5.777
Btbd10,2.319
Btbd11,3.926
Btbd19,2.792
Btbd2,14.924
Btbd3,0.927
Btbd6,2.123
Btbd7,2.435
Btbd9,2.741
Btc,7.13
Btd,5.692
Btf3,23.76
Btf3l4,5.665
Btg1,0.461
Btg2,0.624
Btg3,3.106
Btla,5.868
Btn1a1,10.281
Btrc,3.133
Bub1,7.517
Bub1b,7.954
Bub3,4.997
Bud13,1.055
Bud23,10.833
Bud31,7.108
Bves,8.695
Bysl,3.733
Bzw1,10.039
Bzw2,11.346
C130026I21Rik,11.572
C130073F10Rik,15.606
C130074G19Rik,4.937
C1d,9.837
C1galt1,2.921
C1galt1c1,4.798
C1qbp,7.324
C1ql1,5.476
C1ql2,8.273
C1ql3,50.42
C1qtnf1,8.928
C1qtnf12,6.914
C1qtnf4,18.415
C1qtnf5,9.317
C1qtnf6,4.842
C1rl,9.047
C2,10.183
C2cd2,4.301
C2cd2l,2.38
C2cd3,7.019
C2cd5,11.311
C3,44.275
C330018D20Rik,4.247
C3ar1,2.566
C4b,11.858
C6,27.362
C77080,2.157
C87436,0.753
C8b,1.944
C8g,10.487
C9orf72,1.363
Caap1,3.417
Cab39,2.847
Cab39l,23.472
Cabin1,3.482
Cables1,0.994
Cables2,4.541
Cabp1,14.345
Cabp2,7.818
Cabp4,8.499
Cabyr,2.525
Cacfd1,2.843
Cachd1,2.058
Cacna1a,5.552
Cacna1b,13.935
Cacna1c,5.825
Cacna1g,22.22
Cacna1h,4.217
Cacna1i,6.194
Cacna2d1,7.081
Cacna2d2,3.832
Cacna2d3,7.003
Cacnb2,1.052
Cacnb3,13.422
Cacng4,4.297
Cacng6,4.223
Cacng7,34.384
Cacng8,5.365
Cactin,1.755
Cacul1,1.859
Cacybp,8.048
Cad,19.892
Cadm1,8.155
Cadps2,4.265
Cage1,1.121
Calb1,13.159
Calb2,15.168
Calca,10.36
Calcb,6.328
Calcoco1,17.971
Calcoco2,26.219
Calcr,4.144
Calcrl,3.137
Cald1,14.684
Calhm2,0.882
Calm1,19.791
Calm2,7.424
Calm3,25.981
Calm4,14.728
Calml4,27.753
Caln1,5.91
Calr,44.365
Calr3,13.886
Calr4,7.261
Calu,29.677
Caly,9.144
Camk1,29.707
Camk1d,2.068
Camk1g,6.36
Camk2a,10.702
Camk2b,5.111
Camk2d,4.691
Camk2g,3.344
Camk2n1,2.804
Camk2n2,5.272
Camk4,6.329
Camkk1,4.854
Camkk2,5.356
Camkv,16.704
Caml,0.941
Camp,37.636
Camsap1,0.995
Camsap2,1.138
Camsap3,2.802
Camta1,8.072
Camta2,3.398
Cand1,4.341
Cand2,7.626
Cant1,4.093
Canx,23.33
Cap1,15.527
Cap2,10.245
Capg,34.806
Capn1,28.816
Capn10,5.057
Capn11,25.458
Capn12,13.428
Capn15,3.292
Capn2,10.778
Capn3,15.574
Capn5,9.635
Capn6,25.227
Capn7,7.628
Capn8,12.469
Capn9,13.483
Capns1,44.818
Caprin1,7.418
Caprin2,6.309
Caps2,5.381
Capsl,16.072
Capza1,7.108
Capza2,8.076
Capzb,20.341
Car10,31.573
Car11,9.847
Car12,10.795
Car13,11.259
Car14,17.754
Car15,21.951
Car2,38.252
Car3,32.483
Car4,218.448
Car5b,12.07
Car6,22.722
Car7,10.643
Car8,10.024
Car9,24.445
Card10,4.141
Card11,2.922
Card14,6.784
Card19,12.979
Card6,1.206
Card9,9.088
Carf,6.685
Carhsp1,7.175
Carm1,12.083
Carmil1,3.764
Cars,5.332
Cars2,12.901
Casc1,4.905
Casc3,1.501
Casd1,6.822
Cask,8.656
Caskin1,7.524
Caskin2,1.959
Casp1,9.968
Casp12,82.586
Casp2,1.706
Casp3,5.244
Casp4,13.552
Casp6,7.377
Casp7,6.326
Casp8ap2,1.067
Casp9,3.482
Casq1,14.056
Casq2,8.213
Casr,3.133
Cast,12.609
Casz1,3.795
Cat,14.833
Catsper2,13.635
Catsper3,17.521
Cav1,11.608
Cav2,7.254
Cavin1,15.701
Cavin2,5.3
Cavin3,6.617
Cbarp,2.029
Cbfa2t2,0.753
Cbfa2t3,4.875
Cbfb,4.126
Cbl,2.799
Cblb,1.098
Cblc,13.185
Cbll1,0.455
Cbln1,1.835
Cbr1,11.661
Cbr2,73.41
Cbr3,3.739
Cbr4,5.376
Cbs,13.273
Cbwd1,1.931
Cbx1,8.758
Cbx2,0.514
Cbx3,6.052
Cbx4,0.631
Cbx5,8.499
Cbx6,3.223
Cbx7,5.934
Cbx8,0.598
Cby1,11.248
Cc2d1a,4.298
Cc2d1b,8.495
Cc2d2a,6.001
Ccar1,4.185
Ccar2,3.603
Ccbe1,3.639
Ccdc102a,0.982
Ccdc103,1.811
Ccdc105,7.844
Ccdc106,13.559
Ccdc107,9.832
Ccdc112,1.215
Ccdc113,6.007
Ccdc115,1.938
Ccdc116,2.193
Ccdc117,0.758
Ccdc12,10.498
Ccdc120,2.05
Ccdc121,1.597
Ccdc122,8.896
Ccdc124,21.707
Ccdc125,2.696
Ccdc126,2.57
Ccdc127,2.059
Ccdc13,2.674
Ccdc130,1.266
Ccdc134,3.158
Ccdc136,25.074
Ccdc137,2.833
Ccdc138,8.06
Ccdc14,0.916
Ccdc141,5.158
Ccdc142,1.723
Ccdc15,2.761
Ccdc157,6.683
Ccdc163,11.277
Ccdc167,5.152
Ccdc17,12.387
Ccdc174,1.023
Ccdc18,2.707
Ccdc181,6.037
Ccdc186,1.407
Ccdc22,9.61
Ccdc24,10.961
Ccdc25,3.199
Ccdc28a,10.014
Ccdc28b,8.577
Ccdc3,5.809
Ccdc32,2.44
Ccdc34,9.644
Ccdc38,15.543
Ccdc39,6.417
Ccdc40,14.894
Ccdc43,4.074
Ccdc47,8.305
Ccdc50,10.9
Ccdc51,1.395
Ccdc57,4.79
Ccdc58,5.496
Ccdc59,2.463
Ccdc6,2.517
Ccdc60,18.754
Ccdc61,4.112
Ccdc62,6.656
Ccdc63,10.46
Ccdc65,4.15
Ccdc66,6.38
Ccdc68,1.394
Ccdc69,3.801
Ccdc71,0.889
Ccdc71l,0.635
Ccdc73,4.773
Ccdc77,2.989
Ccdc78,7.88
Ccdc8,4.301
Ccdc80,22.768
Ccdc82,8.625
Ccdc84,3.349
Ccdc85a,2.678
Ccdc85c,3.841
Ccdc86,1.37
Ccdc87,7.566
Ccdc88a,2.772
Ccdc88b,3.557
Ccdc88c,3.277
Ccdc9,3.171
Ccdc90b,10.429
Ccdc91,10.855
Ccdc92,3.28
Ccdc93,3.596
Ccdc96,1.622
Ccdc97,4.679
Cchcr1,8.345
Ccin,13.676
Cck,13.152
Cckbr,4.691
Ccl12,10.653
Ccl17,13.313
Ccl19,28.874
Ccl2,1.595
Ccl21a,4.982
Ccl25,7.321
Ccl28,6.053
Ccl3,14.462
Ccl5,14.818
Ccl7,1.491
Ccl8,31.734
Ccl9,17.503
Ccm2,2.297
Ccn1,0.267
Ccn4,1.652
Ccna1,3.612
Ccna2,3.236
Ccnb1,2.269
Ccnb1ip1,4.315
Ccnb2,13.415
Ccnc,8.847
Ccnd1,8.616
Ccnd2,5.681
Ccnd3,10.811
Ccne1,1.998
Ccne2,1.501
Ccnf,0.81
Ccng1,15.246
Ccng2,0.926
Ccnh,8.478
Ccni,11.667
Ccnj,0.631
Ccnjl,0.648
Ccnk,5.701
Ccnl1,0.236
Ccnl2,1.725
Ccno,1.777
Ccnq,0.801
Ccnt1,0.606
Ccnt2,1.19
Ccny,5.673
Ccnyl1,3.036
Ccp110,5.442
Ccpg1,9.474
Ccr7,2.816
Ccrl2,1.675
Ccs,9.576
Ccsap,1.043
Ccser2,2.536
Cct2,11.584
Cct3,12.993
Cct4,7.723
Cct5,14.535
Cct6b,1.617
Cct7,13.76
Cct8,14.359
Ccz1,12.616
Cd109,24.223
Cd14,2.12
Cd151,6.056
Cd163,7.135
Cd164,10.988
Cd164l2,7.25
Cd180,3.374
Cd19,13.138
Cd1d1,18.754
Cd2,1.101
Cd200,4.29
Cd200r1,2.751
Cd22,4.158
Cd248,5.068
Cd24a,5.478
Cd274,1.308
Cd276,4.197
Cd2ap,5.229
Cd2bp2,3.528
Cd300a,3.82
Cd300lb,0.541
Cd300lf,3.477
Cd300lg,5.756
Cd302,33.217
Cd320,10.407
Cd34,29.377
Cd36,9.748
Cd37,17.291
Cd38,1.955
Cd3d,5.129
Cd3eap,1.391
Cd4,16.154
Cd40,22.175
Cd44,3.873
Cd46,3.795
Cd47,9.933
Cd48,16.62
Cd52,16.286
Cd55,20.136
Cd59a,16.335
Cd59b,5.788
Cd6,1.848
Cd63,34.559
Cd68,19.771
Cd7,5.711
Cd70,7.112
Cd72,3.858
Cd74,30.286
Cd79b,3.221
Cd80,3.962
Cd81,21.488
Cd82,30.378
Cd83,5.042
Cd84,6.151
Cd86,18.697
Cd8a,8.126
Cd8b1,5.399
Cd9,17.953
Cd93,13.333
Cd99l2,11.876
Cda,13.655
Cdadc1,4.97
Cdan1,1.186
Cdc123,13.388
Cdc14a,0.978
Cdc14b,4.206
Cdc16,5.803
Cdc20,4.648
Cdc23,8.354
Cdc25a,0.473
Cdc25b,4.231
Cdc25c,3.773
Cdc26,5.251
Cdc34,4.502
Cdc37,29.08
Cdc37l1,2.465
Cdc40,2.513
Cdc42,12.138
Cdc42bpa,5.692
Cdc42bpb,5.862
Cdc42bpg,13.69
Cdc42ep1,0.582
Cdc42ep2,0.741
Cdc42ep3,0.398
Cdc42ep4,1.141
Cdc42ep5,3.835
Cdc42se1,1.565
Cdc42se2,2.925
Cdc45,3.209
Cdc5l,2.512
Cdc6,0.707
Cdc7,1.302
Cdc73,2.807
Cdca2,0.897
Cdca3,11.191
Cdca4,0.433
Cdca5,0.966
Cdca7,0.926
Cdca7l,6.787
Cdca8,5.708
Cdcp1,3.528
Cdh1,8.643
Cdh10,2.729
Cdh11,3.916
Cdh13,13.415
Cdh15,3.113
Cdh16,15.323
Cdh2,10.287
Cdh20,3.309
Cdh24,11.59
Cdh26,24.972
Cdh3,2.613
Cdh4,9.019
Cdip1,3.26
Cdipt,5.172
Cdk1,3.65
Cdk10,18.869
Cdk11b,8.105
Cdk12,1.356
Cdk13,1.623
Cdk14,3.627
Cdk16,20.928
Cdk17,1.316
Cdk18,5.795
Cdk19,3.541
Cdk2,3.795
Cdk20,2.521
Cdk2ap1,7.866
Cdk2ap2,11.72
Cdk4,18.303
Cdk5,18.546
Cdk5r1,0.883
Cdk5rap1,3.102
Cdk5rap2,8.978
Cdk5rap3,15.092
Cdk6,2.356
Cdk7,2.052
Cdk8,1.691
Cdk9,1.567
Cdkal1,2.959
Cdkl1,3.748
Cdkl2,18.888
Cdkl3,25.484
Cdkl4,2.776
Cdkl5,3.01
Cdkn1a,1.484
Cdkn1b,1.065
Cdkn1c,12.999
Cdkn2a,12.92
Cdkn2aip,1.054
Cdkn2aipnl,4.335
Cdkn2b,0.732
Cdkn2c,2.855
Cdkn2d,1.501
Cdkn3,14.713
Cdo1,13.313
Cdon,6.69
Cdpf1,4.805
Cdr2,0.817
Cdr2l,3.008
Cdrt4,3.669
Cds1,11.386
Cds2,8.905
Cdsn,7.79
Cdt1,0.617
Cdv3,3.046
Cdx1,3.283
Cdx2,2.715
Cdx4,3.778
Cdyl,1.821
Cdyl2,1.915
Ceacam1,3.111
Ceacam10,5.802
Ceacam16,10.019
Ceacam19,5.66
Ceacam2,3.631
Ceacam20,12.368
Ceacam9,6.717
Cebpa,2.303
Cebpb,0.732
Cebpd,0.641
Cebpe,0.774
Cebpg,1.023
Cebpz,4.008
Cebpzos,24.47
Cecr2,3.129
Cela1,17.344
Celf1,4.578
Celf2,6.069
Celf3,1.263
Celf4,3.122
Celf5,19.295
Celsr2,1.044
Cemip,4.28
Cemip2,2.354
Cend1,3.134
Cenpa,7.076
Cenpb,4.509
Cenpc1,1.285
Cenpe,3.145
Cenpf,3.141
Cenph,11.237
Cenpi,2.44
Cenpj,2.727
Cenpk,3.26
Cenpl,0.962
Cenpm,20.279
Cenpn,6.01
Cenpo,1.446
Cenpp,9.097
Cenpq,3.677
Cenpt,5.695
Cenpu,2.736
Cenpv,25.433
Cenpw,9.317
Cenpx,23.377
Cep104,5.641
Cep112,5.125
Cep120,1.894
Cep128,11.508
Cep131,5.923
Cep135,2.832
Cep152,0.759
Cep162,3.34
Cep164,9.209
Cep170,1.56
Cep170b,6.391
Cep19,2.85
Cep192,3.282
Cep20,4.077
Cep250,5.885
Cep290,4.185
Cep295,2.681
Cep350,1.723
Cep41,7.574
Cep43,13.978
Cep44,3.433
Cep55,1.772
Cep57,1.503
Cep57l1,3.313
Cep63,3.704
Cep68,1.746
Cep70,7.092
Cep72,4.183
Cep76,2.172
Cep78,3.382
Cep83,8.969
Cep85,1.752
Cep85l,1.755
Cep89,6.497
Cep95,2.459
Cep97,1.31
Cept1,4.962
Cercam,8.842
Cerk,3.638
Cers2,9.312
Cers4,6.176
Cers5,8.058
Cers6,4.274
Cert1,3.719
Cetn1,5.343
Cetn2,33.933
Cetn3,20.738
Cetn4,16.738
Cfap100,27.725
Cfap161,6.639
Cfap20,4.183
Cfap276,7.555
Cfap298,9.308
Cfap36,10.297
Cfap418,2.541
Cfap43,1.115
Cfap69,13.725
Cfap97,1.576
Cfc1,3.815
Cfdp1,13.788
Cfi,4.886
Cfl1,25.252
Cfl2,3.862
Cflar,1.408
Cfp,15.246
Cftr,2.18
Cgas,0.723
Cggbp1,1.646
Cgn,6.481
Cgnl1,5.579
Cgref1,6.489
Cgrrf1,2.855
Chac1,0.411
Chac2,1.94
Chad,4.974
Chaf1a,2.079
Chaf1b,5.764
Champ1,0.581
Chchd1,11.174
Chchd10,31.928
Chchd2,21.862
Chchd2l,2.001
Chchd3,9.797
Chchd4,1.415
Chchd5,4.687
Chchd6,41.998
Chchd7,10.105
Chd1,0.973
Chd1l,12.206
Chd2,0.509
Chd3,32.649
Chd4,15.638
Chd5,13.422
Chd6,2.218
Chd7,1.414
Chd8,2.188
Chd9,1.353
Chdh,3.883
Chek1,3.334
Chek2,6.832
Cherp,4.165
Chfr,8.43
Chga,35.664
Chgb,15.122
Chic1,3.334
Chic2,1.679
Chid1,18.927
Chka,1.318
Chkb,3.265
Chm,7.706
Chml,3.949
Chmp1a,9.513
Chmp1b,2.001
Chmp2a,15.845
Chmp2b,6.885
Chmp3,16.419
Chmp4b,22.814
Chmp4c,4.269
Chmp5,23.712
Chmp6,6.746
Chmp7,4.31
Chn1,6.784
Chn2,6.983
Chordc1,4.621
Chp1,19.334
Chpf,6.876
Chpf2,3.179
Chpt1,31.509
Chrac1,3.725
Chrd,28.093
Chrdl2,15.685
Chrm1,8.159
Chrna10,3.906
Chrna5,2.131
Chrna7,7.263
Chrna9,2.72
Chrnb1,24.47
Chrnb2,6.953
Chrnd,25.125
Chrne,14.432
Chrng,8.435
Chst1,0.943
Chst10,4.873
Chst11,2.497
Chst12,2.037
Chst13,13.886
Chst14,2.571
Chst2,3.926
Chst3,1.786
Chst4,12.318
Chst5,4.466
Chst7,3.573
Chst8,3.194
Chsy1,1.779
Chtf18,8.093
Chtf8,3.645
Chtop,3.528
Chuk,3.656
Churc1,17.718
Ciao1,5.312
Ciao2a,12.419
Ciao2b,10.877
Ciao3,4.355
Ciapin1,9.056
Ciart,0.976
Cib1,17.485
Cib2,16.04
Cic,3.613
Cidea,5.844
Cideb,15.339
Cilp2,4.873
Cinp,6.885
Cip2a,5.145
Cipc,1.424
Cir1,3.148
Cirbp,5.808
Cisd1,15.958
Cisd2,5.475
Cisd3,34.664
Cish,0.479
Cit,4.955
Cited1,12.635
Cited2,0.256
Cited4,1.267
Ciz1,4.829
Ckap2,3.536
Ckap2l,2.046
Ckap4,4.547
Ckap5,4.448
Ckb,16.978
Cklf,6.385
Ckmt1,8.564
Ckmt2,27.085
Cks1b,9.084
Cks2,2.557
Clasp1,3.267
Clasp2,4.362
Clasrp,4.01
Clcc1,6.962
Clcf1,0.62
Clcn1,2.985
Clcn2,6.805
Clcn3,2.583
Clcn4,7.236
Clcn5,3.943
Clcn6,3.522
Clcn7,3.694
Clcnka,2.009
Clcnkb,1.996
Cldn1,6.345
Cldn12,0.968
Cldn15,7.416
Cldn23,1.011
Cldn3,4.137
Cldn4,2.734
Cldn5,1.546
Cldn6,1.73
Cldn7,2.912
Cldn9,3.461
Cldnd1,12.673
Clec10a,23.188
Clec11a,10.817
Clec16a,7.934
Clec2d,0.506
Clec2l,7.117
Clec4a1,6.489
Clec4n,8.373
Clgn,16.603
Clic1,11.271
Clic3,13.159
Clic4,7.062
Clic5,4.895
Clic6,8.044
Clint1,5.771
Clip1,7.072
Clip2,2.567
Clip3,11.655
Clip4,8.46
Clk1,0.281
Clk2,1.38
Clk3,1.048
Clk4,0.541
Clmn,3.55
Clmp,10.833
Cln3,6.629
Cln5,6.3
Cln6,15.092
Cln8,1.084
Clnk,3.325
Clns1a,7.983
Clock,2.067
Clp1,0.617
Clpb,32.221
Clpp,8.564
Clps,11.067
Clptm1,18.063
Clptm1l,12.015
Clpx,2.91
Clrn3,14.028
Clspn,1.532
Clstn1,29.228
Clstn3,3.917
Clta,12.2
Cltb,19.334
Cltc,8.326
Clu,39.395
Cluap1,4.177
Cluh,7.115
Clybl,108.194
Cma2,8.887
Cmas,6.476
Cmbl,4.388
Cmc1,6.82
Cmc2,8.901
Cmc4,3.592
Cmip,3.755
Cmklr1,1.083
Cmpk1,20.57
Cmpk2,2.74
Cmtm3,7.582
Cmtm4,7.099
Cmtm5,10.708
Cmtm6,4.671
Cmtm7,7.347
Cmtm8,4.91
Cmtr1,11.288
Cmtr2,0.288
Cnbd2,6.99
Cnbp,6.402
Cndp2,12.635
Cnep1r1,1.812
Cnfn,35.412
Cnga3,1.506
Cnih1,9.561
Cnih2,26.353
Cnih3,2.916
Cnih4,12.231
Cnksr1,3.188
Cnksr2,1.925
Cnksr3,0.692
Cnn1,23.76
Cnn2,14.476
Cnn3,9.139
Cnnm2,3.543
Cnnm3,2.328
Cnnm4,1.915
Cnot1,3.893
Cnot10,14.345
Cnot11,2.348
Cnot2,1.503
Cnot3,4.675
Cnot4,0.894
Cnot6,6.228
Cnot6l,1.759
Cnot7,4.476
Cnot8,2.43
Cnot9,3.408
Cnp,10.313
Cnppd1,3.284
Cnpy1,21.973
Cnpy2,8.392
Cnpy3,13.456
Cnpy4,13.851
Cnr1,3.913
Cnst,2.469
Cntd1,5.986
Cntfr,8.248
Cntln,9.62
Cntn1,10.949
Cntn2,16.385
Cntn4,19.159
Cntn5,3.547
Cntnap1,3.125
Cntnap2,5.324
Cntnap4,10.349
Cntnap5a,14.388
Cntrl,5.071
Cntrob,8.155
Coa3,7.549
Coa4,2.175
Coa5,8.833
Coa6,4.645
Coa7,2.46
Coa8,9.782
Coasy,5.866
Cobl,2.36
Cobll1,1.999
Coch,6.719
Cog1,4.051
Cog2,3.863
Cog3,1.329
Cog4,6.937
Cog5,15.122
Cog6,11.305
Cog7,13.788
Cog8,2.311
Coil,1.027
Col11a1,19.081
Col11a2,8.883
Col12a1,15.076
Col13a1,8.749
Col14a1,27.697
Col15a1,5.771
Col16a1,21.553
Col17a1,8.878
Col1a1,48.119
Col1a2,49.006
Col22a1,4.787
Col23a1,13.381
Col24a1,9.576
Col25a1,3.323
Col27a1,7.62
Col28a1,6.096
Col2a1,6.451
Col3a1,31.637
Col4a1,23.52
Col4a2,17.309
Col4a4,32.748
Col4a5,39.878
Col4a6,34.002
Col5a1,10.605
Col5a2,21.357
Col5a3,8.964
Col6a1,42.859
Col6a2,70.775
Col7a1,7.543
Col8a1,11.572
Col9a1,11.34
Col9a2,10.573
Col9a3,13.739
Colec12,19.237
Colgalt1,20.885
Colq,9.13
Commd1,27.278
Commd10,21.951
Commd2,3.768
Commd3,9.547
Commd4,16.671
Commd5,1.518
Commd6,7.166
Commd7,5.102
Commd8,8.198
Commd9,4.453
Comp,4.717
Comt,6.669
Comtd1,12.874
Copa,17.415
Copb1,9.978
Copb2,17.7
Cope,28.008
Copg1,26.273
Copg2,32.649
Coprs,7.433
Cops2,6.69
Cops3,6.642
Cops4,9.807
Cops5,10.822
Cops6,29.919
Cops7a,15.861
Cops7b,5.528
Cops8,4.222
Cops9,38.8
Copz1,22.401
Copz2,30.626
Coq10a,5.985
Coq10b,0.856
Coq2,9.605
Coq3,5.435
Coq4,14.639
Coq5,4.859
Coq6,11.804
Coq7,9.542
Coq8a,6.23
Coq8b,27.251
Coq9,5.416
Coro1a,8.718
Coro1b,14.684
Coro1c,7.249
Coro2a,8.29
Coro2b,7.174
Coro7,13.669
Cort,9.669
Cotl1,19.671
Cox10,2.262
Cox11,1.48
Cox14,18.984
Cox15,5.616
Cox16,22.515
Cox17,18.008
Cox18,7.362
Cox19,6.574
Cox20,2.465
Cox4i1,32.123
Cox4i2,3.085
Cox5a,23.881
Cox5b,31.254
Cox6a1,34.841
Cox6a2,9.289
Cox6b1,37.943
Cox6b2,10.271
Cox6c,37.712
Cox7a1,13.333
Cox7a2,51.768
Cox7a2l,14.624
Cox7b,54.134
Cox7b2,11.9
Cox7c,28.904
Cox8a,44.095
Cox8c,9.943
Cp,24.174
Cpa2,14.121
Cpa6,18.697
Cpb1,8.749
Cpd,15.215
Cpe,24.645
Cpeb1,7.995
Cpeb2,3.241
Cpeb3,4.92
Cpeb4,2.413
Cplx1,19.354
Cplx2,6.822
Cpm,7.751
Cpn1,40.326
Cpne1,7.928
Cpne2,16.236
Cpne3,9.792
Cpne5,17.344
Cpne6,8.608
Cpne7,6.627
Cpne8,7.91
Cpne9,30.102
Cpox,6.532
Cpped1,7.024
Cps1,7.792
Cpsf1,14.52
Cpsf2,5.294
Cpsf3,18.812
Cpsf4,3.547
Cpsf4l,1.953
Cpsf6,3.961
Cpsf7,1.946
Cpt1a,8.188
Cpt1b,10.09
Cpt1c,14.894
Cpt2,3.881
Cptp,1.817
Cpvl,3.981
Cpxm1,14.006
Cpxm2,14.243
Cpz,10.162
Cr1l,7.06
Cr2,4.55
Crabp1,42.859
Crabp2,6.841
Cracr2b,5.142
Cradd,3.258
Cramp1,0.56
Crat,16.402
Crb2,4.458
Crb3,9.703
Crbn,3.33
Crcp,4.974
Creb1,1.766
Creb3,3.159
Creb3l1,5.775
Creb3l2,2.772
Creb3l3,18.21
Creb3l4,4.054
Creb5,1.381
Crebbp,1.506
Crebl2,4.585
Crebrf,3.467
Crebzf,1.418
Creg1,22.243
Creg2,2.763
Creld1,7.465
Creld2,15.153
Crem,7.004
Crhr2,2.758
Crim1,2.506
Crip1,63.167
Crip2,6.707
Crip3,9.061
Cript,8.159
Crisp1,11.906
Crispld1,8.529
Crispld2,2.221
Crk,2.007
Crkl,0.666
Crlf1,5.618
Crlf2,22.745
Crlf3,3.255
Crls1,8.413
Crmp1,11.157
Crnkl1,5.716
Crocc,12.046
Crot,7.561
Crtac1,14.684
Crtam,5.482
Crtap,44.275
Crtc1,4.246
Crtc2,1.863
Crtc3,1.452
Cry1,3.305
Cry2,0.76
Cryaa,10.482
Cryab,34.594
Cryba4,11.828
Crybb3,15.03
Crybg1,5.467
Crybg3,1.846
Cryga,23.568
Crygb,2.392
Crygc,8.901
Crygd,6.632
Cryge,3.756
Crygf,14.924
Crygn,5.091
Cryl1,51.245
Crym,6.85
Cryz,22.018
Cryzl1,11.106
Cs,17.221
Csad,12.654
Csdc2,8.753
Csde1,9.336
Cse1l,6.777
Csf1,1.708
Csf1r,5.0
Csf2ra,13.039
Csf2rb,3.935
Csf3,15.277
Csf3r,3.395
Csgalnact1,3.154
Csgalnact2,4.403
Csk,3.88
Csl,21.973
Csmd3,11.016
Csn3,10.224
Csnk1a1,2.79
Csnk1d,2.016
Csnk1e,3.116
Csnk1g1,1.722
Csnk1g2,9.195
Csnk1g3,1.682
Csnk2a1,3.523
Csnk2a2,3.535
Csnk2b,10.883
Cspg4,3.087
Cspg5,12.514
Cspp1,2.098
Csrnp1,0.407
Csrnp2,0.397
Csrp1,21.444
Csrp2,6.133
Csrp3,2.919
Cst11,17.45
Cst3,28.845
Cst6,26.568
Cstad,3.137
Cstb,24.321
Cstf1,0.852
Cstf2,7.236
Cstf2t,1.238
Cstf3,3.134
Cstl1,16.402
Cstpp1,17.134
Ctbp1,13.641
Ctbp2,2.852
Ctbs,21.077
Ctc1,9.664
Ctcf,1.645
Ctdnep1,5.216
Ctdp1,0.977
Ctdsp1,4.497
Ctdsp2,4.697
Ctdspl,2.653
Ctdspl2,1.498
Ctf1,9.542
Ctf2,6.627
Cth,8.126
Cthrc1,33.522
Ctif,1.022
Ctla2a,14.909
Ctla2b,9.571
Ctnna1,15.184
Ctnna3,12.064
Ctnnal1,6.589
Ctnnb1,10.9
Ctnnbip1,6.486
